,Unnamed: 0,Unnamed: 0.1,L_box,minPts_box,c_id,source_id,l,b,ra,dec,ra_error,dec_error,parallax,parallax_error,pmra,pmdec,pmra_error,pmdec_error,dr2_radial_velocity,dr2_radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Nclusters
71360,71360,71360,10,10,1356,253537524422099200,158.58517978402782,-1.5905025455220227,68.71990764138151,45.25389363760812,0.06912883,0.043515638,0.4014999164154677,0.08675177,0.9923699407565838,-2.0057544428654133,0.10276283,0.0780625,,,17.180946,17.97462,16.305876,47
71361,71361,71361,10,10,1356,253537558781835008,158.56880667641346,-1.5859348255623118,68.70896948835228,45.2690416134316,0.05926832,0.03086587,0.3038297811989444,0.06956282,0.8971275524563707,-1.9294521815355143,0.07898641,0.056647293,,,16.595167,17.174435,15.8501215,47
71362,71362,71362,10,10,1356,253537588840897152,158.57050048033247,-1.5689561537613266,68.72837502966199,45.279271786460704,0.028204616,0.017491575,0.3074071538474591,0.036272697,0.9819704367086268,-1.967192225898884,0.041798234,0.03060268,,,15.435429,15.954195,14.698776,47
71363,71363,71363,10,10,1356,253537593141570176,158.56831199243788,-1.5771514446587132,68.71769097652216,45.27534411124989,0.024127156,0.014741452,0.3526641551248197,0.029390747,1.0207202562597,-1.991932309778521,0.033771202,0.024861887,,,14.935939,15.476904,14.21548,47
71364,71364,71364,10,10,1356,253537593143401472,158.5686924344651,-1.574186136436546,68.7211615414678,45.2770684466911,0.029033337,0.017530521,0.2471908738952215,0.03538233,0.960670804942508,-2.064917423377332,0.040069606,0.029998979,,,15.355254,15.915825,14.62747,47
71365,71365,71365,10,10,1356,253537623200624000,158.58413045513296,-1.5654520062968993,68.74513082068765,45.271597955422926,0.037373707,0.023240881,0.2570215451418809,0.05056001,0.8459605726828732,-2.2088262458144907,0.05722765,0.044041857,,,16.077751,16.601183,15.37885,47
71366,71366,71366,10,10,1356,253537623200634240,158.5753858371593,-1.5643845222094055,68.73785414716161,45.2787624617083,0.041766115,0.028190648,0.3506876955491317,0.05638479,0.8697288750442823,-1.9578055649599144,0.058518585,0.047580224,,,16.159185,16.707296,15.446749,47
71367,71367,71367,10,10,1356,253537657560379648,158.57910362635891,-1.551603033540604,68.7548134320358,45.28466022842285,0.025359316,0.01671339,0.3278885041751301,0.031790715,0.9286828002714198,-2.003949327023957,0.0358858,0.028929759,,,15.312769,15.809117,14.577699,47
71368,71368,71368,10,10,1356,253537657560386304,158.57949045184634,-1.5446234972678206,68.76249831313353,45.28909085406126,0.03176457,0.021066042,0.2712498155384849,0.039993946,1.0439796724814443,-1.9890696743302445,0.0456858759999999,0.036774382,,,15.812091,16.352772,15.094507,47
71369,71369,71369,10,10,1356,253537691920133248,158.56754975575632,-1.5503578522023058,68.74502484810378,45.294015455572776,0.023447014,0.0150499465,0.3600079105687717,0.029776707,1.1243129831542067,-2.0326614572391986,0.032730978,0.025618374,,,15.127448,15.638576,14.363085,47
